project_name,Frequência,Descrição,is_ui
@fontsource/pt-mono,1,,False
@mswjs/data,1,,False
@storybook/types,1,,False
@types/no-scroll,1,,False
ag-grid-community,1,,False
ag-grid-enterprise,1,,False
ag-grid-react,1,,False
dom-accessibility-api,1,,False
modular-scripts,1,,False
rifm,1,,False
owl.carousel,1,,False
@openzeppelin/contracts,1,,False
@truffle/hdwallet-provider,1,,False
datatables.net,1,,False
phin,1,,False
uid,1,,False
jsdoc-to-markdown,1,,False
pepjs,1,,False
postcss-styled,1,,False
postcss-syntax,1,,False
typescript-styled-plugin,1,,False
eslint-config-rackt,1,,False
@haiku/cli,1,,False
@haiku/core,1,,False
@haiku/player,1,,False
@haiku/sdk-client,1,,False
@haiku/sdk-inkstone,1,,False
haiku-common,1,,False
haiku-creator,1,,False
haiku-formats,1,,False
haiku-fs-extra,1,,False
haiku-glass,1,,False
haiku-plumbing,1,,False
haiku-sdk-creator,1,,False
haiku-serialization,1,,False
haiku-timeline,1,,False
haiku-ui-common,1,,False
derequire,1,,False
electron-notarize,1,,False
git-branch,1,,False
semver-sort,1,,False
slack,1,,False
tap-spec,1,,False
cytoscape,1,,False
cytoscape-avsdf,1,,False
cytoscape-cola,1,,False
cytoscape-cose-bilkent,1,,False
cytoscape-cxtmenu,1,,False
cytoscape-d3-force,1,,False
cytoscape-dagre,1,,False
cytoscape-dblclick,1,,False
cytoscape-navigator,1,,False
cytoscape-popper,1,,False
juggl-api,1,,False
search-query-parser,1,,False
@egjs/hammerjs,1,,False
@types/cytoscape,1,,False
component-emitter,1,,False
keycharm,1,,False
timsort,1,,False
@fighting-design/eslint-config,1,,False
@fighting-design/fighting-icon,1,,False
@fighting-design/fighting-theme,1,,False
assets,1,,False
main,1,,False
main.js,1,,False
recorder,1,,False
recorder.js,1,,False
recorderjs,1,,False
stats.js,1,,False
@tensorflow-models/posenet,1,,False
@tensorflow/tfjs,1,,False
babel-preset-es2017,1,,False
react-p5,1,,False
react-splitter-layout,1,,False
@sweet-milktea/babel-preset-sweet,1,,False
@sweet-milktea/milktea-cli,1,,False
@sweet-milktea/util-tools,1,,False
eslint-import-resolver-node,1,,False
grunt-babel,1,,False
css-vars,1,,False
@electron/rebuild,1,,False
rollup-plugin-dev,1,,False
draggabilly,1,,False
postcss-copy,1,,False
postcss-inline,1,,False
postcss-inline-svg,1,,False
material-dynamic-colors,1,,False
@stylistic/stylelint-plugin,1,,False
@vue/language-plugin-pug,1,,False
eslint-plugin-vue-pug,1,,False
vue-eslint-parser-template-tokenizer-pug,1,,False
v-click-outside,1,,False
v-hotkey,1,,False
@growthbunker/stylesheets,1,,False
pug-plain-loader,1,,False
stylelint-processor-html,1,,False
@itwin/itwinui-css,1,,False
@itwin/itwinui-variables,1,,False
a11y,1,,False
configs,1,,False
e2e,1,,False
examples,1,,False
helpers,1,,False
at.js,1,,False
blueimp-file-upload,1,,False
bootstrap-tokenfield,1,,False
crossvent,1,,False
domador,1,,False
grow-textarea,1,,False
leaflet-blurred-location,1,,False
megamark,1,,False
resig-class,1,,False
typeahead.js-browserify,1,,False
woofmark,1,,False
matchdep,1,,False
gradient-string,1,,False
is-online,1,,False
bower,1,,False
express-handlebars,1,,False
mongoose,1,,False
popups,1,,False
@claviska/jquery-minicolors,1,,False
block-ui,1,,False
bootstrap-colorpicker,1,,False
bootstrap-duallistbox,1,,False
bootstrap-material-datetimepicker,1,,False
bootstrap-switch,1,,False
bootstrap-touchspin,1,,False
chartist-plugin-tooltips,1,,False
ckeditor,1,,False
clockpicker,1,,False
cropper,1,,False
datatables,1,,False
datatables.net-bs4,1,,False
dragula,1,,False
flot,1,,False
footable,1,,False
fullcalendar,1,,False
gaugeJS,1,,False
gmaps,1,,False
inputmask,1,,False
jquery-asColorPicker,1,,False
jquery-sessiontimeout,1,,False
jquery-steps,1,,False
jquery.repeater,1,,False
jsgrid,1,,False
magnific-popup,1,,False
masonry-layout,1,,False
morris.js,1,,False
nestable,1,,False
pickadate,1,,False
raphael,1,,False
raty-js,1,,False
summernote,1,,False
tablesaw,1,,False
toastr,1,,False
wnumb,1,,False
gulp-minify-css,1,,False
@shoelace-style/shoelace,1,,False
local-storage-proxy,1,,False
@rollup/plugin-image,1,,False
rollup-plugin-import-css,1,,False
@electron-toolkit/preload,1,,False
@electron-toolkit/utils,1,,False
@electron-toolkit/tsconfig,1,,False
@electron/notarize,1,,False
@types/array-move,1,,False
alfaaz,1,,False
dexie,1,,False
electron-vite,1,,False
is-hotkey,1,,False
ky,1,,False
react-photo-view,1,,False
vite-plugin-commonjs-externals,1,,False
foundation-sites,1,,False
@definitelytyped/dtslint,1,,False
@jest/create-cache-key-function,1,,False
@pkgjs/parseargs,1,,False
@react-native/metro-babel-transformer,1,,False
ansi-styles,1,,False
babel-plugin-syntax-hermes-parser,1,,False
babel-plugin-transform-flow-enums,1,,False
eslint-plugin-ft-flow,1,,False
eslint-plugin-lint,1,,False
eslint-plugin-relay,1,,False
flow-api-translator,1,,False
hermes-eslint,1,,False
hermes-transform,1,,False
metro-babel-register,1,,False
metro-memory-fs,1,,False
metro-transform-plugins,1,,False
nullthrows,1,,False
prettier-plugin-hermes-parser,1,,False
signedsource,1,,False
supports-color,1,,False
@dcloudio/types,1,,False
@dcloudio/uni-api,1,,False
@dcloudio/uni-app,1,,False
@dcloudio/uni-app-x,1,,False
@dcloudio/uni-nvue-styler,1,,False
isbinaryfile,1,,False
jsonc-parser,1,,False
mini-types,1,,False
promise-polyfill,1,,False
rollup-plugin-jscc,1,,False
global-jsdom,1,,False
jest-resolve,1,,False
nativescript-theme-core,1,,False
@nativescript/hook,1,,False
@nativescript/nx,1,,False
@nstudio/focus,1,,False
@nstudio/nps-i,1,,False
css-tree,1,,False
css-what,1,,False
gonzales,1,,False
module-alias,1,,False
nativescript,1,,False
nativescript-typedoc-theme,1,,False
parse-css,1,,False
parserlib,1,,False
reduce-css-calc,1,,False
shady-css-parser,1,,False
@payloadcms/eslint-config,1,,False
@swc/register,1,,False
@types/concat-stream,1,,False
@types/conventional-changelog,1,,False
@types/conventional-changelog-core,1,,False
@types/conventional-changelog-preset-loader,1,,False
add-stream,1,,False
chalk-template,1,,False
conventional-changelog-core,1,,False
conventional-changelog-preset-loader,1,,False
graphql-request,1,,False
lexical,1,,False
mongodb-memory-server,1,,False
read-stream,1,,False
tempfile,1,,False
@primer/octicons-react,1,,False
gatsby-plugin-google-analytics,1,,False
gatsby-remark-prismjs,1,,False
gatsby-transformer-remark,1,,False
babel-preset-gatsby,1,,False
gatsby-plugin-postcss,1,,False
gatsby-plugin-purgecss,1,,False
gatsby-plugin-twitter,1,,False
gatsby-remark-embedder,1,,False
@awcodes/alpine-floating-ui,1,,False
@danharrin/alpine-mousetrap,1,,False
@ryangjchandler/alpine-tooltip,1,,False
alpine-lazy-load-assets,1,,False
async-alpine,1,,False
chartjs-adapter-luxon,1,,False
easymde,1,,False
esbuild-postcss,1,,False
filepond,1,,False
filepond-plugin-file-validate-size,1,,False
filepond-plugin-file-validate-type,1,,False
filepond-plugin-image-crop,1,,False
filepond-plugin-image-edit,1,,False
filepond-plugin-image-exif-orientation,1,,False
filepond-plugin-image-preview,1,,False
filepond-plugin-image-resize,1,,False
filepond-plugin-image-transform,1,,False
filepond-plugin-media-preview,1,,False
laravel-echo,1,,False
prettier-plugin-blade,1,,False
trix,1,,False
uuid-browser,1,,False
vanilla-colorful,1,,False
@release-it-plugins/workspaces,1,,False
csv-parser,1,,False
eleventy-sass,1,,False
parse-svg-path,1,,False
svg-outline-stroke,1,,False
svgpath,1,,False
svgson,1,,False
@droidsolutions-oss/semantic-release-update-file,1,,False
@saithodev/semantic-release-backmerge,1,,False
@css-render/plugin-bem,1,,False
@css-render/vue3-ssr,1,,False
@types/katex,1,,False
css-render,1,,False
evtd,1,,False
seemly,1,,False
treemate,1,,False
vdirs,1,,False
vooks,1,,False
vueuc,1,,False
@lylajs/web,1,,False
@vicons/fluent,1,,False
@vicons/ionicons4,1,,False
@vicons/ionicons5,1,,False
vfonts,1,,False
react-16,1,,False
react-17,1,,False
react-dom-16,1,,False
react-dom-17,1,,False
vitest-fetch-mock,1,,False
vinyl-paths,1,,False
gulp-pug,1,,False
gitbook,1,,False
pascalcase,1,,False
@aws-sdk/lib-storage,1,,False
@node-oauth/oauth2-server,1,,False
@opentelemetry/api,1,,False
@opentelemetry/exporter-jaeger,1,,False
@opentelemetry/exporter-prometheus,1,,False
@opentelemetry/instrumentation,1,,False
@opentelemetry/instrumentation-dns,1,,False
@opentelemetry/instrumentation-express,1,,False
@opentelemetry/instrumentation-fs,1,,False
@opentelemetry/instrumentation-http,1,,False
@opentelemetry/instrumentation-ioredis,1,,False
@opentelemetry/instrumentation-pg,1,,False
@opentelemetry/resources,1,,False
@opentelemetry/sdk-metrics,1,,False
@opentelemetry/sdk-trace-base,1,,False
@opentelemetry/sdk-trace-node,1,,False
@opentelemetry/semantic-conventions,1,,False
@peertube/bittorrent-tracker-server,1,,False
@peertube/feed,1,,False
@peertube/http-signature,1,,False
@smithy/node-http-handler,1,,False
@uploadx/core,1,,False
async-mutex,1,,False
bullmq,1,,False
bytes,1,,False
config,1,,False
deep-object-diff,1,,False
email-templates,1,,False
express-validator,1,,False
flat,1,,False
got-ssrf,1,,False
http-problem-details,1,,False
ip-anonymize,1,,False
ipaddr.js,1,,False
iso-639-3,1,,False
jsonld,1,,False
linkify-it,1,,False
magnet-uri,1,,False
maxmind,1,,False
memoizee,1,,False
node-media-server,1,,False
opentelemetry-instrumentation-sequelize,1,,False
otpauth,1,,False
password-generator,1,,False
piscina,1,,False
prompt,1,,False
proxy-addr,1,,False
sequelize,1,,False
sequelize-typescript,1,,False
short-uuid,1,,False
srt-to-vtt,1,,False
useragent,1,,False
webfinger.js,1,,False
webtorrent,1,,False
yauzl,1,,False
@peertube/maildev,1,,False
@peertube/resolve-tspaths,1,,False
@types/bluebird,1,,False
@types/bytes,1,,False
@types/chai-json-schema,1,,False
@types/chai-xml,1,,False
@types/config,1,,False
@types/jsonld,1,,False
@types/linkify-it,1,,False
@types/magnet-uri,1,,False
@types/maildev,1,,False
@types/memoizee,1,,False
@types/webtorrent,1,,False
@types/yauzl,1,,False
autocannon,1,,False
chai-json-schema,1,,False
chai-xml,1,,False
jpeg-js,1,,False
swagger-cli,1,,False
sane,1,,False
@formkit/vue,1,,False
@nuxt/schema,1,,False
brotli-size,1,,False
mlly,1,,False
nuxi,1,,False
vite-ssg,1,,False
flux-standard-action,1,,False
insert-line,1,,False
redux-immutable,1,,False
@inventage/envsubst,1,,False
@louislam/sqlite3,1,,False
check-password-strength,1,,False
command-exists,1,,False
composerize,1,,False
http-graceful-shutdown,1,,False
knex,1,,False
limiter-es6-compat,1,,False
promisify-child-process,1,,False
redbean-node,1,,False
timezones-list,1,,False
ts-command-line-args,1,,False
@fontsource/jetbrains-mono,1,,False
@types/command-exists,1,,False
@xterm/addon-fit,1,,False
@xterm/xterm,1,,False
bootstrap-vue-next,1,,False
vite-plugin-compression,1,,False
vue-qrcode,1,,False
xterm-addon-web-links,1,,False
babel-plugin-transform-react-display-name,1,,False
http-proxy,1,,False
lru-memoize,1,,False
map-props,1,,False
multireducer,1,,False
piping,1,,False
pretty-error,1,,False
react-inline-css,1,,False
react-router-bootstrap,1,,False
redux-async-connect,1,,False
scroll-behavior,1,,False
serve-favicon,1,,False
violet-paginator,1,,False
webpack-isomorphic-tools,1,,False
babel-plugin-typecheck,1,,False
better-npm-run,1,,False
bootstrap-sass-loader,1,,False
font-awesome-webpack,1,,False
phantomjs-polyfill,1,,False
react-a11y,1,,False
redux-devtools-dock-monitor,1,,False
redux-devtools-log-monitor,1,,False
strip-loader,1,,False
timekeeper,1,,False
fixed-data-table-contextmenu,1,,False
jquery.terminal,1,,False
lodash.escape,1,,False
lodash.sortedindexby,1,,False
medis-react-codemirror,1,,False
redis-commands,1,,False
@types/redux-actions,1,,False
electron-osx-sign,1,,False
human-format,1,,False
json-editor,1,,False
jsx-loader,1,,False
lint,1,,False
lodash.zip,1,,False
react-addons-css-transition-group,1,,False
redis-splitargs,1,,False
absolute-path,1,,False
art,1,,False
babel-plugin-syntax-trailing-function-commas,1,,False
babel-plugin-transform-async-to-generator,1,,False
babel-plugin-transform-exponentiation-operator,1,,False
denodeify,1,,False
event-target-shim,1,,False
fbjs-scripts,1,,False
metro,1,,False
metro-core,1,,False
npmlog,1,,False
plist,1,,False
react-devtools-core,1,,False
shell-quote,1,,False
stacktrace-parser,1,,False
xmldoc,1,,False
eslint-config-fb-strict,1,,False
eslint-config-fbjs,1,,False
electron-prebuilt,1,,False
grunt-contrib-compress,1,,False
grunt-contrib-cssmin,1,,False
grunt-contrib-sass,1,,False
grunt-html,1,,False
grunt-jekyll,1,,False
grunt-sed,1,,False
vue-github-buttons,1,,False
vue-gtag,1,,False
vue-toc,1,,False
babel-env,1,,False
conventional-changelog-vue-material,1,,False
css-mqpacker,1,,False
github-release-cli,1,,False
is-firefox,1,,False
jest-vue,1,,False
offline-plugin,1,,False
preload-webpack-plugin,1,,False
babel-plugin-transform-jsx-to-htm,1,,False
@lerna/legacy-package-management,1,,False
@size-limit/dual-publish,1,,False
@size-limit/webpack,1,,False
@size-limit/webpack-why,1,,False
license-check-and-add,1,,False
typedoc-plugin-extras,1,,False
typedoc-plugin-missing-exports,1,,False
typescript-coverage-report,1,,False
uuid-validate,1,,False
html-parse-stringify,1,,False
@babel/plugin-proposal-async-generator-functions,1,,False
html2jade,1,,False
eslint-config-developit,1,,False
babel-preset-flow-vue,1,,False
de-indent,1,,False
hash-sum,1,,False
rollup-plugin-flow-no-whitespace,1,,False
rollup-plugin-prettier,1,,False
@it-tools/bip39,1,,False
@it-tools/oggen,1,,False
@regexper/render,1,,False
@tabler/icons-vue,1,,False
@types/figlet,1,,False
@vicons/material,1,,False
@vicons/tabler,1,,False
@vueuse/router,1,,False
composerize-ts,1,,False
country-code-lookup,1,,False
cron-validator,1,,False
email-normalizer,1,,False
emojilib,1,,False
figue,1,,False
iarna-toml-esm,1,,False
ibantools,1,,False
netmask,1,,False
node-forge,1,,False
oui-data,1,,False
pdf-signature-reader,1,,False
plausible-tracker,1,,False
randexp,1,,False
ulid,1,,False
unicode-emoji-json,1,,False
vue-shadow-dom,1,,False
xml-formatter,1,,False
xml-js,1,,False
@iconify-json/mdi,1,,False
@types/netmask,1,,False
@types/node-forge,1,,False
@types/qrcode,1,,False
unocss-preset-scrollbar,1,,False
unplugin-icons,1,,False
vite-plugin-vue-markdown,1,,False
workbox-window,1,,False
eslint-plugin-require-extensions,1,,False
exenv,1,,False
alex,1,,False
@babel/plugin-transform-proto-to-assign,1,,False
console-polyfill,1,,False
prando,1,,False
remixicon,1,,False
umap-js,1,,False
@fabio286/ssh2-promise,1,,False
@turf/helpers,1,,False
cpu-features,1,,False
encoding,1,,False
json2php,1,,False
node-firebird,1,,False
pg-connection-string,1,,False
pg-query-stream,1,,False
pgsql-ast-parser,1,,False
progress-webpack-plugin,1,,False
spectre.css,1,,False
sql-highlight,1,,False
unzip-crx-3,1,,False
v-mask,1,,False
@types/better-sqlite3,1,,False
playwright-core,1,,False
@mcaptcha/pow_sha256-polyfill,1,,False
@mcaptcha/vanilla-glue,1,,False
@mcaptcha/pow-wasm,1,,False
@wasm-tool/wasm-pack-plugin,1,,False
custom-event-polyfill,1,,False
element-matches,1,,False
array.prototype.find,1,,False
@airgap/beacon-sdk,1,,False
@taquito/beacon-wallet,1,,False
@taquito/michelson-encoder,1,,False
@taquito/taquito,1,,False
base-x,1,,False
big-integer,1,,False
compressorjs,1,,False
conseiljs-softsigner,1,,False
eztz,1,,False
eztz-lib,1,,False
fetch,1,,False
fflate,1,,False
filereader,1,,False
ipfs-api,1,,False
ipfs-http-client,1,,False
ipfs-only-hash,1,,False
local-storage,1,,False
react-masonry-css,1,,False
react-pdf,1,,False
read-json-lines-sync,1,,False
web-encoding,1,,False
eslint-config-welly,1,,False
react-native-dom,1,,False
rnpm-plugin-dom,1,,False
just-throttle,1,,False
prism-svelte,1,,False
browserify-cipher,1,,False
ethereumjs-wallet,1,,False
node-localstorage,1,,False
randombytes,1,,False
safe-buffer,1,,False
@tsconfig/node16-strictest,1,,False
@types/randombytes,1,,False
ts-mocha,1,,False
@okta/okta-auth-js,1,,False
@sindresorhus/to-milliseconds,1,,False
@types/backbone,1,,False
@types/eslint-scope,1,,False
@types/jqueryui,1,,False
@types/q,1,,False
@types/selectize,1,,False
@types/underscore,1,,False
parse-ms,1,,False
u2f-api-polyfill,1,,False
@okta/eslint-plugin-okta,1,,False
@peculiar/webcrypto,1,,False
@testcafe-community/axe,1,,False
@testing-library/testcafe,1,,False
@zerollup/ts-transform-paths,1,,False
babel-plugin-transform-amd-to-commonjs,1,,False
eslint-plugin-dirs,1,,False
eslint-plugin-jasmine,1,,False
eslint-plugin-local-rules,1,,False
eslint-plugin-testcafe-extended,1,,False
eslint-plugin-webdriverio,1,,False
event-hooks-webpack-plugin,1,,False
grunt-properties-to-json,1,,False
jasmine-ajax,1,,False
jest-runner-tsd,1,,False
junit-report-builder,1,,False
npm-check,1,,False
retire,1,,False
rollup-plugin-amd,1,,False
stylelint-checkstyle-formatter,1,,False
ttypescript,1,,False
wait-for-expect,1,,False
@effect/codemod,1,,False
gitmoji-cli,1,,False
starlight-typedoc,1,,False
@react-native-community/eslint-plugin,1,,False
shave,1,,False
browser-acl,1,,False
@nuxt/types,1,,False
esdoc,1,,False
node-libs-browser,1,,False
eslint-plugin-import-helpers,1,,False
@aurelia-ux/components,1,,False
@aurelia-ux/core,1,,False
@aurelia-ux/icons,1,,False
aurelia-animator-css,1,,False
aurelia-binding,1,,False
aurelia-bootstrapper,1,,False
aurelia-templating-resources,1,,False
aurelia-polyfills,1,,False
aurelia-validation,1,,False
aurelia-cli,1,,False
aurelia-testing,1,,False
aurelia-tools,1,,False
aurelia-webpack-plugin,1,,False
expose-loader,1,,False
@google-pay/button-react,1,,False
@paypal/react-paypal-js,1,,False
react-external-link,1,,False
react-faq-component,1,,False
react-hover-image,1,,False
react-image-magnifiers,1,,False
react-image-magnify,1,,False
react-image-zoom,1,,False
react-paypal-button-v2,1,,False
react-show-more-text,1,,False
@noble/secp256k1,1,,False
@react-navigation/devtools,1,,False
@synonymdev/react-native-ldk,1,,False
@th3rdwave/react-navigation-bottom-sheet,1,,False
bip32,1,,False
bitcoinjs-lib,1,,False
easy-peasy,1,,False
etta-ui,1,,False
intl-pluralrules,1,,False
js-lnurl,1,,False
metro-minify-terser,1,,False
react-async-hook,1,,False
react-native-camera-kit,1,,False
react-native-circular-progress-indicator,1,,False
react-native-error-boundary,1,,False
react-native-localize,1,,False
react-native-mmkv-flipper-plugin,1,,False
react-native-notifier,1,,False
react-native-secure-key-store,1,,False
react-native-securerandom,1,,False
react-native-sha256,1,,False
react-native-simple-toast,1,,False
react-native-tcp-socket,1,,False
rn-electrum-client,1,,False
typesafe-i18n,1,,False
react-native-flipper,1,,False
react-native-version,1,,False
reactotron-redux,1,,False
@fortaine/fetch-event-source,1,,False
emoji-picker-react,1,,False
heic2any,1,,False
idb-keyval,1,,False
markdown-to-txt,1,,False
openapi-client-axios,1,,False
rehype-highlight,1,,False
rehype-katex,1,,False
remark-breaks,1,,False
spark-md5,1,,False
@types/react-katex,1,,False
@types/spark-md5,1,,False
algoliasearch,1,,False
babel-regenerator-runtime,1,,False
cp-cli,1,,False
eslint-config-elemefe,1,,False
launch-editor-middleware,1,,False
markdown-it-chain,1,,False
select-version-cli,1,,False
vue-template-es2015-compiler,1,,False
@types/hash-sum,1,,False
@types/serve-handler,1,,False
@vue/consolidate,1,,False
esbuild-plugin-polyfill-node,1,,False
estree-walker,1,,False
serve-handler,1,,False
todomvc-app-css,1,,False
@tabler/icons,1,,False
@rollup/pluginutils,1,,False
@rollup/stream,1,,False
@shopify/prettier-plugin-liquid,1,,False
bundlewatch,1,,False
fslightbox,1,,False
gulp-purgecss,1,,False
imageoptim-cli,1,,False
imask,1,,False
list.js,1,,False
litepicker,1,,False
plyr,1,,False
star-rating.js,1,,False
tom-select,1,,False
@types/edit-json-file,1,,False
@types/mkdirp,1,,False
edit-json-file,1,,False
outdent,1,,False
rollup-plugin-preserve-directives,1,,False
vitest-matchmedia-mock,1,,False
@element-plus/components,1,,False
@element-plus/constants,1,,False
@element-plus/directives,1,,False
@element-plus/hooks,1,,False
@element-plus/icons-vue,1,,False
@element-plus/locale,1,,False
@element-plus/test-utils,1,,False
@element-plus/theme-chalk,1,,False
@element-plus/utils,1,,False
lodash-unified,1,,False
normalize-wheel-es,1,,False
@element-plus/build,1,,False
@element-plus/build-utils,1,,False
@element-plus/eslint-config,1,,False
@esbuild-kit/cjs-loader,1,,False
@pnpm/find-workspace-packages,1,,False
@pnpm/logger,1,,False
@pnpm/types,1,,False
czg,1,,False
@vant/cli,1,,False
@vant/eslint-config,1,,False
@react-bootstrap/babel-preset,1,,False
@react-types/link,1,,False
@swc-node/jest,1,,False
commitlint-plugin-function-rules,1,,False
intl-messageformat,1,,False
p-iteration,1,,False
caniuse-api,1,,False
gen-flow-files,1,,False
@lerna-lite/version,1,,False
stylelint-config-palantir,1,,False
yarn-deduplicate,1,,False
@react-aria/visually-hidden,1,,False
@react-native-aria/button,1,,False
@react-native-aria/checkbox,1,,False
@react-native-aria/combobox,1,,False
@react-native-aria/focus,1,,False
@react-native-aria/interactions,1,,False
@react-native-aria/listbox,1,,False
@react-native-aria/overlays,1,,False
@react-native-aria/radio,1,,False
@react-native-aria/slider,1,,False
@react-native-aria/tabs,1,,False
@react-native-aria/utils,1,,False
@react-stately/checkbox,1,,False
@react-stately/collections,1,,False
@react-stately/combobox,1,,False
@react-stately/radio,1,,False
@react-stately/slider,1,,False
@react-stately/tabs,1,,False
lodash.has,1,,False
lodash.isnil,1,,False
lodash.mergewith,1,,False
lodash.omitby,1,,False
stable-hash,1,,False
@types/lodash.has,1,,False
@types/lodash.isnil,1,,False
@types/lodash.mergewith,1,,False
@types/lodash.omit,1,,False
@types/lodash.omitby,1,,False
@types/lodash.uniqueid,1,,False
rollup-plugin-flow,1,,False
visualize-bundle,1,,False
@babel/plugin-syntax-object-rest-spread,1,,False
@cactuslab/usepubsub,1,,False
@cypress/react,1,,False
@cypress/webpack-dev-server,1,,False
@fluentui/react-icons,1,,False
@griffel/babel-preset,1,,False
@griffel/eslint-plugin,1,,False
@griffel/jest-serializer,1,,False
@griffel/react,1,,False
@griffel/shadow-dom,1,,False
@griffel/webpack-loader,1,,False
@jest/reporters,1,,False
@microsoft/api-extractor-model,1,,False
@microsoft/eslint-plugin-sdl,1,,False
@microsoft/load-themed-styles,1,,False
@microsoft/loader-load-themed-styles,1,,False
@microsoft/tsdoc,1,,False
@phenomnomnominal/tsquery,1,,False
@rnx-kit/eslint-plugin,1,,False
@types/babel__helper-plugin-utils,1,,False
@types/babel__register,1,,False
@types/chrome-remote-interface,1,,False
@types/circular-dependency-plugin,1,,False
@types/copy-webpack-plugin,1,,False
@types/d3-axis,1,,False
@types/d3-format,1,,False
@types/d3-hierarchy,1,,False
@types/d3-sankey,1,,False
@types/d3-time,1,,False
@types/d3-time-format,1,,False
@types/doctrine,1,,False
@types/graphviz,1,,False
@types/gulp-babel,1,,False
@types/gulp-cache,1,,False
@types/gulp-remember,1,,False
@types/gulp-util,1,,False
@types/jju,1,,False
@types/json-schema,1,,False
@types/markdown-table,1,,False
@types/micromatch,1,,False
@types/request-promise-native,1,,False
@types/scheduler,1,,False
@types/tmp,1,,False
@types/webpack-bundle-analyzer,1,,False
@types/webpack-dev-middleware,1,,False
@types/webpack-hot-middleware,1,,False
@types/yargs-unparser,1,,False
babel-plugin-annotate-pure-imports,1,,False
babel-plugin-iife-wrap-react-components,1,,False
beachball,1,,False
d3-axis,1,,False
d3-format,1,,False
d3-hierarchy,1,,False
d3-sankey,1,,False
d3-time,1,,False
d3-time-format,1,,False
dotparser,1,,False
embla-carousel-fade,1,,False
eslint-plugin-es,1,,False
extract-comments,1,,False
find-free-port,1,,False
flamegrill,1,,False
graphviz,1,,False
gulp-remember,1,,False
ignore-not-found-export-webpack-plugin,1,,False
jest-environment-node-single-context,1,,False
jest-snapshot,1,,False
jju,1,,False
json-schema,1,,False
json-stable-stringify-without-jsonify,1,,False
just-scripts,1,,False
license-webpack-plugin,1,,False
memfs,1,,False
monosize,1,,False
monosize-bundler-webpack,1,,False
monosize-storage-azure,1,,False
node-plop,1,,False
react-app-polyfill,1,,False
react-shadow,1,,False
react-vis,1,,False
read-pkg-up,1,,False
request-promise-native,1,,False
riceburn,1,,False
rollup-plugin-transform-tagged-template,1,,False
storywright,1,,False
swc-plugin-de-indent-template-literal,1,,False
workspace-tools,1,,False
yargs-parser,1,,False
yargs-unparser,1,,False
@weex-project/downgrade,1,,False
blink-diff,1,,False
weex-rax-framework,1,,False
weex-vue-framework,1,,False
babel-istanbul,1,,False
babel-plugin-coverage,1,,False
github,1,,False
macaca-utils,1,,False
mocha-simple-html-reporter,1,,False
reify,1,,False
weex-vdom-tester,1,,False
weex-wd,1,,False
xmldom,1,,False
@antv/f2,1,,False
array-filter,1,,False
array-find,1,,False
array-map,1,,False
array-shuffle,1,,False
big.js,1,,False
qr.js,1,,False
shake.js,1,,False
vanilla-masker,1,,False
vux-blazy,1,,False
vux-xscroll,1,,False
x-photoswipe,1,,False
co,1,,False
docute-cli,1,,False
js-yaml-loader,1,,False
sort-object,1,,False
thunkify,1,,False
touch,1,,False
v-markdown-loader,1,,False
vuex-i18n,1,,False
vux-loader,1,,False
@formschema/native,1,,False
express-basic-auth,1,,False
frappe-charts,1,,False
oidc-client-ts,1,,False
remedial,1,,False
rsup-progress,1,,False
v-jsoneditor,1,,False
vue-js-modal,1,,False
vue-json-tree-view,1,,False
vue-material-tabs,1,,False
vue-swatches,1,,False
vue-toasted,1,,False
vue-cli-plugin-yaml,1,,False
react-native-communications,1,,False
react-native-lightbox-v2,1,,False
react-native-parsed-text,1,,False
@babel/plugin-transform-unicode-property-regex,1,,False
eslint-config-standard-jsx,1,,False
@fluentui/react-component-event-listener,1,,False
@semantic-ui-react/event-stack,1,,False
keyboard-key,1,,False
@artsy/fresnel,1,,False
@percy/cypress,1,,False
anchor-js,1,,False
babel-plugin-filter-imports,1,,False
babel-plugin-transform-next-use-client,1,,False
babel-plugin-transform-react-handled-props,1,,False
babel-plugin-universal-import,1,,False
react-codesandboxer,1,,False
react-source-render,1,,False
react-static,1,,False
react-static-routes,1,,False
react-universal-component,1,,False
terser-webpack-plugin-legacy,1,,False
@segment/react-tiny-virtual-list,1,,False
arrify,1,,False
downshift,1,,False
humanize-plus,1,,False
lodash.differencewith,1,,False
lodash.uniqby,1,,False
ui-box,1,,False
@blueprintjs/icons,1,,False
@reactions/component,1,,False
@types/fuzzaldrin-plus,1,,False
@types/humanize-plus,1,,False
@types/lodash.differencewith,1,,False
@types/lodash.uniqby,1,,False
babel-plugin-add-react-displayname,1,,False
eslint-plugin-sort-destructure-keys,1,,False
starwars-names,1,,False
@rc-component/mini-decimal,1,,False
antd-mobile-icons,1,,False
antd-mobile-v5-count,1,,False
nano-memoize,1,,False
staged-components,1,,False
@react-spring/core,1,,False
@statoscope/webpack-plugin,1,,False
@types/big.js,1,,False
@types/react-beautiful-dnd,1,,False
@umijs/types,1,,False
@use-gesture/core,1,,False
postcss-px-multiple,1,,False
stylelint-config-ali,1,,False
h3,1,,False
import-sort-style-module,1,,False
ultra-runner,1,,False
update,1,,False
@changesets/get-github-info,1,,False
@dword-design/eslint-plugin-import-alias,1,,False
@roarr/cli,1,,False
@types/is-hotkey,1,,False
app-root-path,1,,False
barrelsby,1,,False
